"Filename","Number of Cells","Cell Density (cells/mm^2)","Mean N-N (um)","Cropped Coordinate Area (um^2)","Mean Voronoi Cell Area (um^2)","Number of Bounded Cells","Total Voronoi Area (um^2)","DRP Spacing (um)"
"Test1-Montage_-0.1137_-0.1137_0.5579_50_50_coords.txt",86,32932,3.9271,2611.5,28.769,53,1524.8,5.0393
