"Filename","Number of Cells","Cell Density (cells/mm^2)","Mean N-N (um)","Cropped Coordinate Area (um^2)","Mean Voronoi Cell Area (um^2)","Number of Bounded Cells","Total Voronoi Area (um^2)","DRP Spacing (um)"
"Test1-Montage_-0.3739_-0.3739_1.0594_50_50_coords.txt",73,28747,4.5891,2539.4,30.31,47,1424.6,5.962
